Genome,User Genome,Classification,FastANI Reference,FastANI Reference Radius,FastANI Taxonomy,FastANI ANI,FastANI Alignment Fraction,Closest Placement Reference,Closest Placement Taxonomy,Closest Placement ANI,Closest Placement Alignment Fraction,Classification Method,Note,Other Related References,MSA AA Percent,RED Value,Warnings,domain,phylum,class,order,family,genus,species,Bin Name,Marker Lineage,# Genomes,# Markers,# Marker Sets,0,1,2,3,4,5+,Completeness,Contamination,Translation table,GC std,# ambiguous bases,Genome size,Longest contig,N50 (scaffolds),Mean scaffold length,# contigs,# scaffolds,# predicted genes,Longest scaffold,GC,N50 (contigs),Coding density,Mean contig length,Genome size (Mbp),kruskal_season_p,kruskal_season_p_corr,kruskal_depth_p,kruskal_depth_p_corr,spearman_depth_p,spearman_depth_p_corr,spearman_depth_r,median_rel_abun,mean_rel_abun,max_rel_abun,class_plus
3300055390_1061,3300055390_1061__dereplicated_genomes,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__JAKEEH01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,84.83,0.82323,-,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__JAKEEH01,g__,s__,3300055390_1061__dereplicated_genomes,k__Bacteria,88,230,148,2,218,8,2,0,0,98.65,6.93,11,0.01625007692227308,0,9697638,147565,28599,17925.39371534196,541,541,7425,147565,0.6068547825769532,28599,0.8996404072826806,17925.39371534196,9.697638,0.12788941304941434,0.6928692251284727,0.25066606759078824,0.2801176943312203,0.532935742621945,0.5760012571772537,0.10479699891891459,0.022438227999999998,0.02467133193055555,0.0565647,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;
3300067053_1634,3300067053_1634__dereplicated_genomes,d__Bacteria;p__QNDG01;c__QNDG01;o__QNDG01;f__DSAB01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,84.23,0.74925,-,d__Bacteria,p__QNDG01,c__QNDG01,o__QNDG01,f__DSAB01,g__,s__,3300067053_1634__dereplicated_genomes,k__Bacteria,2993,147,91,7,136,4,0,0,0,93.34,3.4,11,0.03202441543856946,0,2679577,66707,13923,10761.353413654619,249,249,2412,66707,0.46070853720568583,13923,0.9090658712177333,10761.353413654619,2.679577,0.6159338040559543,0.9605180220828018,0.02462535946114421,0.04409897008104486,0.034317104474403705,0.05245614541087424,0.3574250805022544,0.012120839000000001,0.01239967432222222,0.044008877,d__Bacteria;p__QNDG01;c__QNDG01;
3300067053_1337,3300067053_1337__dereplicated_genomes,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__JAAZOE01;g__JAAZOE01;s__,-,-,-,-,-,GCA_012797915.1,d__Bacteria;p__Zixibacteria;c__MSB-5A5;o__GN15;f__JAAZOE01;g__JAAZOE01;s__JAAZOE01 sp012797915,85.19,0.682,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,81.49,0.98311,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Zixibacteria,c__MSB-5A5,o__GN15,f__JAAZOE01,g__JAAZOE01,s__,3300067053_1337__dereplicated_genomes,k__Bacteria,2993,147,91,11,135,1,0,0,0,88.46,1.1,11,0.01584662687722544,0,2927609,50342,12392,9791.334448160535,299,299,2605,50342,0.5861619499051957,12392,0.9028616867894586,9791.334448160535,2.927609,0.7144979019430024,0.9605180220828018,0.022046009777999222,0.04032347087599858,0.01297404983306058,0.024354795300657584,0.4197285349017299,0.011284648,0.012658307191666667,0.030716283,d__Bacteria;p__Zixibacteria;c__MSB-5A5;
3300055390_793,3300055390_793__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxyarcus;s__,-,-,-,-,-,GCA_018820925.1,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Sideroxyarcus;s__Sideroxyarcus sp018820925,85.44,0.68,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016235045.1, s__Sideroxyarcus sp01...",75.75,0.9802,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Gallionellaceae,g__Sideroxyarcus,s__,3300055390_793__dereplicated_genomes,c__Betaproteobacteria,235,418,210,55,357,6,0,0,0,94.68,0.82,11,0.019036926071263578,0,3768912,205148,62129,39672.757894736846,95,95,3583,205148,0.5641386691968399,62129,0.8999233731113913,39672.757894736846,3.768912,0.36114037423119993,0.8860243491291557,0.07116208737843903,0.09577790376720724,0.04563615701543368,0.06708945955191717,-0.3389746071180258,0.0188043725,0.02080132625833333,0.05607026,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300067053_185,3300067053_185__dereplicated_genomes,d__Bacteria;p__Desulfobacterota_F;c__DSWW01;o__DSWW01;f__DSWW01;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,77.02,0.77957,-,d__Bacteria,p__Desulfobacterota_F,c__DSWW01,o__DSWW01,f__DSWW01,g__,s__,3300067053_185__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,27,214,5,1,0,0,88.6,4.19,11,0.020953962416002666,0,4521402,67896,14917,11219.359801488834,403,403,4233,67896,0.5926809870035887,14917,0.8789256075880888,11219.359801488834,4.521402,0.4335161306275105,0.929582727653642,0.025967723891748035,0.04573739022908707,0.04173033787011292,0.06180133082494232,0.34386515270268847,0.014402304000000001,0.014252738486111114,0.02841704,d__Bacteria;p__Desulfobacterota_F;c__DSWW01;
3300060607_333,3300060607_333__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__RBG-13-43-22;o__RBG-13-43-22;f__RBG-13-43-22;g__;s__,-,-,-,-,-,GCA_016219065.1,d__Bacteria;p__Desulfobacterota;c__RBG-13-43-22;o__RBG-13-43-22;f__RBG-13-43-22;g__JACRCK01;s__JACRCK01 sp016219065,78.38,0.35,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,62.28,0.8249,-,d__Bacteria,p__Desulfobacterota,c__RBG-13-43-22,o__RBG-13-43-22,f__RBG-13-43-22,g__,s__,3300060607_333__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,55,172,20,0,0,0,76.2,5.56,11,0.020619485536238446,16,2722353,31400,7114,6772.022388059701,402,402,2924,31400,0.5575162075819415,7114,0.8804978634291732,6771.982587064676,2.722353,0.49225722570442765,0.9528154520223513,0.00427186104101447,0.013983425073560325,0.0019882560581050033,0.0057112321669056465,-0.5239849945945728,0.034555562,0.031542639191666666,0.07764241,d__Bacteria;p__Desulfobacterota;c__RBG-13-43-22;
3300060607_1242,3300060607_1242__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,72.91,0.70142,-,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__,g__,s__,3300060607_1242__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,40,202,5,0,0,0,89.11,2.31,11,0.019688620813550727,0,4277127,58109,12439,10232.36124401914,418,418,3990,58109,0.5631310456762214,12439,0.8317800710617197,10232.36124401914,4.277127,0.24909214855173312,0.8264452680631145,0.349832678477172,0.37338749722750525,0.8888652300273784,0.9057959963136142,0.022924343513512562,0.02849962,0.02843163075833334,0.05111861,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;
3300055390_1110,3300055390_1110__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA5072;s__,-,-,-,-,-,GCA_017860375.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA5072;s__UBA5072 sp017860375,81.68,0.622,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016928305.1, s__UBA5072 sp01692830...",84.67,0.97763,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA10428,g__UBA5072,s__,3300055390_1110__dereplicated_genomes,p__Bacteroidetes,350,316,210,35,275,6,0,0,0,87.62,1.72,11,0.026407530322514597,0,3252048,56217,10821,9291.565714285714,350,350,2868,56217,0.4480007675163466,10821,0.9078682110473154,9291.565714285714,3.252048,0.7688410069718254,0.9605180220828018,0.03407711858597233,0.05503776133885342,0.013818966496698535,0.025603972556653563,0.4159130894594422,0.0118717475,0.012624778102777777,0.030068252,d__Bacteria;p__Bacteroidota;c__Bacteroidia;
3300055390_177,3300055390_177__dereplicated_genomes,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,70.17,0.52249,Genome has more than 10.0% of markers with multiple hits,d__Bacteria,p__Methylomirabilota,c__Methylomirabilia,o__,f__,g__,s__,3300055390_177__dereplicated_genomes,k__Bacteria,2258,188,117,35,143,10,0,0,0,84.02,5.66,11,0.01898562505568342,0,2951265,47308,12153,9644.656862745098,306,306,2858,47308,0.6682195600869457,12153,0.9000584495123277,9644.656862745098,2.951265,0.005520300732481569,0.15751258090014078,0.21410445163386418,0.24371464175344115,0.10917641709311167,0.14246191010930426,-0.27181721594593466,0.031713244,0.031810629044444434,0.08713216,d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;
3300055390_1329,3300055390_1329__dereplicated_genomes,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,64.17,0.824,-,d__Bacteria,p__Verrucomicrobiota,c__Verrucomicrobiae,o__Pedosphaerales,f__,g__,s__,3300055390_1329__dereplicated_genomes,k__Bacteria,88,230,148,57,158,15,0,0,0,78.86,8.48,11,0.01880482958767109,0,2866074,28939,9112,8005.793296089386,358,358,2665,28939,0.5930234180973695,9112,0.8804148113412285,8005.793296089386,2.866074,0.3039631247711709,0.8796927370759939,0.17105574768321724,0.2005804383792246,0.10314054254166716,0.13541150983998018,0.2750921221621508,0.021252148999999998,0.022373670583333328,0.041214988,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;
3300055390_1047,3300055390_1047__dereplicated_genomes,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,81.37,0.62407,-,d__Bacteria,p__Eisenbacteria,c__RBG-16-71-46,o__RBG-16-71-46,f__,g__,s__,3300055390_1047__dereplicated_genomes,k__Bacteria,2993,147,91,26,119,2,0,0,0,90.64,1.1,11,0.021820143896068383,0,3135331,90846,19251,13009.672199170125,241,241,2687,90846,0.7202193325042874,19251,0.9089627219582239,13009.672199170125,3.135331,0.08858318519637634,0.5753452071243333,0.13412152205270528,0.1621582244027058,0.2000229955555699,0.2445995488508112,0.21614381027026128,0.021839562,0.023871695958333335,0.05659871,d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;
3300067053_198,3300067053_198__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__CTSoil-045;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,82.52,0.90703,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__Anaerolineales,f__UBA4823,g__CTSoil-045,s__,3300067053_198__dereplicated_genomes,k__Bacteria,924,163,110,22,135,6,0,0,0,83.64,4.73,11,0.02260056988439505,0,4768362,166060,41943,21192.72,225,225,4342,166060,0.5377934812835099,41943,0.9171642169784928,21192.72,4.768362,0.04365225415987853,0.3875181073263463,0.07983623716569378,0.10513818309820597,0.9811473449023221,0.9834451138599388,0.003274906216216081,0.022429533,0.027733695938888882,0.12722002,d__Bacteria;p__Chloroflexota;c__Anaerolineae;
3300060607_371,3300060607_371__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__CG2-30-64-16;f__CG2-30-64-16;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,80.38,0.86808,-,d__Bacteria,p__Chloroflexota,c__Anaerolineae,o__CG2-30-64-16,f__CG2-30-64-16,g__,s__,3300060607_371__dereplicated_genomes,k__Bacteria,924,163,110,16,140,7,0,0,0,89.82,6.36,11,0.018832655135985088,18,5440884,64620,17885,12954.485714285714,420,420,4920,64620,0.631726640575232,17885,0.9009872292811242,12954.442857142858,5.440884,0.08182127141483071,0.5646412833225619,0.07552184450877358,0.10007228931812723,0.321582221409772,0.3699924482886624,0.16702021702702008,0.07295808000000001,0.08285297316666668,0.22862582,d__Bacteria;p__Chloroflexota;c__Anaerolineae;
3300055390_408,3300055390_408__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__JADJWR01;s__,-,-,-,-,-,-,-,-,-,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016716275.1, s__JADJWR01 sp0167162...",71.9,0.95206,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae_A,g__JADJWR01,s__,3300055390_408__dereplicated_genomes,p__Proteobacteria,1487,259,162,46,209,4,0,0,0,82.61,2.01,11,0.01514657953411459,0,2743721,55759,9065,7455.763586956522,368,368,2840,55759,0.6793784790800522,9065,0.9156153267770302,7455.763586956522,2.743721,0.03389797066881021,0.3610057284852067,0.06911925575885919,0.09344171440672237,0.021529688579475206,0.0355780181931096,-0.3897138397297136,0.0517830815,0.05243762186666667,0.109472394,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;
3300060478_828,3300060478_828__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__JAIQFR01;s__,-,-,-,-,-,GCA_020073205.1,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;o__Polarisedimenticolales;f__Polarisedimenticolaceae;g__JAIQFR01;s__JAIQFR01 sp020073205,81.33,0.532,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,-,78.49,0.91546,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Acidobacteriota,c__Polarisedimenticolia,o__Polarisedimenticolales,f__Polarisedimenticolaceae,g__JAIQFR01,s__,3300060478_828__dereplicated_genomes,k__Bacteria,2258,188,117,29,154,4,1,0,0,87.42,4.7,11,0.016535641627617895,0,3657867,49515,9506,7883.334051724138,464,464,3264,49515,0.688354989396826,9506,0.9100880376459833,7883.334051724138,3.657867,0.15173368172056195,0.732276272532646,0.01577388744671129,0.03169588651264053,0.00495008246791897,0.011514322262333256,0.47486140135133165,0.017878462,0.01951661898611111,0.044752594,d__Bacteria;p__Acidobacteriota;c__Polarisedimenticolia;
3300055390_895,3300055390_895__dereplicated_genomes,d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYAM01;s__,-,-,-,-,-,-,-,-,-,taxonomic classification fully defined by topology,classification based on placement in class-level tree,-,88.8,0.92306,-,d__Bacteria,p__Acidobacteriota,c__UBA6911,o__UBA6911,f__UBA6911,g__JAAYAM01,s__,3300055390_895__dereplicated_genomes,k__Bacteria,2258,188,117,11,168,9,0,0,0,96.04,6.84,11,0.015376564438951117,0,5587933,84111,26144,17739.46984126984,315,315,4898,84111,0.5100905826895205,26144,0.8816966846238135,17739.46984126984,5.587933,0.6506608448106654,0.9605180220828018,0.0012659633287373257,0.009601841618471552,0.000349196492164796,0.0022990828067309802,-0.6058576499999748,0.01448497,0.014556256291666665,0.032074776,d__Bacteria;p__Acidobacteriota;c__UBA6911;
3300060478_1095,3300060478_1095__dereplicated_genomes,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__,-,-,-,-,-,GCA_003152455.1,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp003152455,84.97,0.724,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_003133345.1, s__Pseudolabrys sp003...",73.8,0.98399,Genome not assigned to closest species as it falls outside its pre-defined ANI radius,d__Bacteria,p__Pseudomonadota,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae,g__Pseudolabrys,s__,3300060478_1095__dereplicated_genomes,o__Rhizobiales,107,485,316,105,364,15,1,0,0,76.87,3.11,11,0.016395760436100876,0,3258751,61124,12359,9641.275147928995,338,338,3377,61124,0.6339134226579447,12359,0.9022094661420894,9641.275147928995,3.258751,0.02623764042777664,0.3035056784618487,0.037910675824992246,0.059277598987384016,0.010768106360452848,0.021536212720905695,-0.43228762054052255,0.063072211,0.06518534092499999,0.1416697,d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;
3300067053_692,3300067053_692__dereplicated_genomes,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__JABLXE01;s__,-,-,-,-,-,GCA_013178225.1,d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__JABLXE01;s__JABLXE01 sp013178225,77.35,0.249,taxonomic classification defined by topology and ANI,-,-,92.26,0.86035,-,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanotrichales,f__Methanotrichaceae,g__JABLXE01,s__,3300067053_692__dereplicated_genomes,p__Euryarchaeota,95,228,153,20,206,2,0,0,0,88.56,1.31,11,0.01846860750064552,0,1577508,42649,11850,9503.060240963856,166,166,1660,42649,0.5534368129987296,11850,0.8394423356331632,9503.060240963856,1.577508,0.8102533290091543,0.9606327557227646,0.0005669147268410389,0.009601841618471552,0.00011156587001876032,0.002217164087207212,0.6531791215878374,0.0117643155,0.025715796738888894,0.1254349,d__Archaea;p__Halobacteriota;c__Methanosarcinia;
3300067053_1609,3300067053_1609__dereplicated_genomes,d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,-,-,92.6,0.89917,-,d__Archaea,p__Thermoplasmatota,c__E2,o__DHVEG-1,f__DHVEG-1,g__,s__,3300067053_1609__dereplicated_genomes,p__Euryarchaeota,148,188,125,9,176,3,0,0,0,93.73,2.4,11,0.019802431160662468,0,2196212,169820,72391,51074.6976744186,43,43,2155,169820,0.42737358688505483,72391,0.8984342130905395,51074.6976744186,2.196212,0.6452729001702946,0.9605180220828018,0.05527176702035745,0.07730822315265683,0.01760937428139022,0.0306374479367277,0.40098616659303865,0.011993971499999999,0.022316796455555555,0.11914628,d__Archaea;p__Thermoplasmatota;c__E2;
3300067053_594,3300067053_594__dereplicated_genomes,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;o__SZUA-161;f__SpSt-899;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,54.04,0.84119,-,d__Bacteria,p__Chloroflexota,c__Dehalococcoidia,o__SZUA-161,f__SpSt-899,g__,s__,3300067053_594__dereplicated_genomes,k__Bacteria,924,151,101,49,101,1,0,0,0,76.11,0.11,11,0.016014528356401134,0,1670361,39940,8932,7592.55,220,220,1737,39940,0.5111948854169847,8932,0.8577678717355111,7592.55,1.670361,0.8859869990364274,0.9791981895430706,0.0024832873728412564,0.010026858448830733,0.0021710433958180998,0.006033808918247706,0.5181024102693228,0.02444487,0.02587369624166667,0.0558832,d__Bacteria;p__Chloroflexota;c__Dehalococcoidia;
3300055390_915,3300055390_915__dereplicated_genomes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA5072;s__,-,-,-,-,-,GCA_017860375.1,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA10428;g__UBA5072;s__UBA5072 sp017860375,78.11,0.358,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,"GCA_016934055.1, s__UBA5072 sp01693405...",94.46,0.95634,-,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__UBA10428,g__UBA5072,s__,3300055390_915__dereplicated_genomes,p__Bacteroidetes,350,316,210,12,300,4,0,0,0,95.08,1.67,11,0.02079374915212564,0,4645944,161995,33216,21710.018691588786,214,214,3687,161995,0.42536866565761444,33216,0.8946816836363073,21710.018691588786,4.645944,0.821677222117026,0.9649588286509359,0.006922078344211914,0.01875094640077658,0.0022933724939163606,0.006251996352842053,0.5153222215542235,0.01176731275,0.016905601480555556,0.06979855,d__Bacteria;p__Bacteroidota;c__Bacteroidia;
3300067053_861,3300067053_861__dereplicated_genomes,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__,-,-,-,-,-,-,-,-,-,taxonomic novelty determined using RED,classification based on placement in class-level tree,-,85.26,0.86103,-,d__Bacteria,p__Desulfobacterota,c__Syntrophobacteria,o__Syntrophobacterales,f__Syntrophobacteraceae,g__,s__,3300067053_861__dereplicated_genomes,c__Deltaproteobacteria,83,247,155,15,227,5,0,0,0,92.26,2.74,11,0.020063238356586674,0,4484320,56384,13058,10238.173515981734,438,438,4177,56384,0.5765866396688907,13058,0.8471893174438934,10238.173515981734,4.48432,0.012499166920416839,0.2547449258065908,0.265801247769693,0.2924497019162689,0.20292679424568283,0.24688241827680377,-0.21619946723275715,0.016401643,0.016054795763888893,0.037616886,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;
